Gene,p-value,Fold Change,log2(Fold Change)
OCIAD2,2.173729007299185e-60,14.38376675780823,3.8463696267977414
ABCC3,1.176170920179337e-56,18.97174794461961,4.245780701146571
ARHGEF16,3.0166035269594497e-54,7.857010884731249,2.9739805590525212
TMED3,6.85714936069883e-54,7.579829448040637,2.922165387019827
CD24,1.0083579263428279e-53,11.058759770349237,3.4671176926213176
EFNA4,1.8690092363203184e-53,6.94276749874061,2.795510858889186
VMP1,3.1509498964984684e-53,8.8048731589821,3.1383022210666396
GALNT7,3.2803428432934254e-53,9.379638220685562,3.2295322780403906
PYCR1,5.555089712399476e-53,8.194951505536071,3.034735412054493
DNAH14,5.727165032032066e-53,6.865795566947895,2.7794269008516297
HOOK1,7.318717445534934e-53,7.775016089842628,2.958845660801073
SSR4,9.498416090238887e-53,7.560975577732942,2.918572394545878
TMEM184A,1.1186221353396649e-52,7.037440311577211,2.815050780950347
SFN,2.5196134346199026e-52,9.943025213731428,3.3136848655527933
SLC39A11,1.5206269624593208e-51,7.315854651748546,2.871026412527224
RALGPS2,4.255801849406076e-51,8.304171954524971,3.053836317897617
SERINC2,4.845699532685779e-51,7.474212367057542,2.9019215560317533
TMEM92,5.346374301508913e-51,7.391670669897889,2.885900480037339
CTHRC1,2.0530912087185264e-50,14.74405095159729,3.882061056555287
ARHGEF19,2.4562444484612563e-50,6.691965869999067,2.7424300874401246
EPHA10,9.987358012814035e-50,4.793471358337705,2.2610708120412784
KDELR3,1.0379249521931175e-49,10.39881192027417,3.3783468026152175
TXNDC17,1.0723288726537443e-49,7.130709025400014,2.834045534813844
GGCT,1.486790054863236e-49,6.734649883970374,2.751602945867369
FUCA1,2.5611547240172793e-49,6.641866182878423,2.7315886564084497
RAB26,9.988738456527895e-49,6.907349380226385,2.7881321983668133
PODXL2,1.2149674494562228e-48,6.801041304104838,2.7657556536063934
RASAL1,1.9004518675111705e-48,6.007189952697806,2.5866902838880765
PDIA4,2.678952565647067e-48,7.381377185281178,2.8838900131710794
ILDR1,2.9246821094984123e-48,6.697617834465557,2.7436480583302383
LINC00467,3.772925284256884e-48,7.003117258946071,2.807997243908345
SMPDL3B,4.9660709463594624e-48,7.845948032164566,2.9719477797195255
TMEM182,5.140534749252637e-48,5.394368032807766,2.4314539533484134
SPDEF,5.731983770590314e-48,7.594743993202973,2.9250013345810304
FUT2,5.919938165355085e-48,9.85035415002791,3.300175594752175
TOX3,9.932457680915219e-48,33.74656554678644,5.076668778658413
SGPP2,1.0118575156119982e-47,13.370675200509996,3.741000416252166
MANEAL,1.1492359695810843e-47,8.097041664406593,3.0173949011245527
SOX4,1.17218116901453e-47,6.475318740127581,2.6949512095534063
FAAH2,1.4762228472797057e-47,6.492722531140478,2.69882355658501
SEL1L3,1.5236460237672806e-47,6.350353306368485,2.6668368594700533
ENC1,1.7039510322825287e-47,6.952775276235916,2.7975889602909114
RCCD1,1.7306325931256775e-47,6.16579204341124,2.6242862318066367
RCC1,2.711917200109747e-47,5.6174969931957,2.489927447192844
C11orf80,3.1513149639630774e-47,7.661275920604291,2.9375846807974932
PVRL4,3.2410645137521676e-47,6.335490231076477,2.6634562573422604
TMEM177,4.880380256882975e-47,5.48127504468905,2.4545115294417306
CLDN4,5.792817423594419e-47,9.400298506207216,3.2327065702569833
EMB,5.862387478058582e-47,7.665235490095953,2.938330114803144
HN1L,7.730028380055597e-47,6.883104434435575,2.7830593995210164
GOLM1,7.948241370861123e-47,15.037419278343068,3.9104850878467046
GFPT1,7.968606083741112e-47,6.4898725568466995,2.698190147960852
RALY-AS1,8.756674060002404e-47,5.685168192065264,2.5072030309590567
ELMO3,1.1318580370758054e-46,6.189572385048236,2.6298397423506654
TSPAN6,1.3184296080817622e-46,7.211869907226183,2.8503733726587153
DTX2 /// LOC102725292,1.3952233987687911e-46,5.907631379594769,2.5625798085973
MIF,1.399406636333738e-46,7.321480923345889,2.8721354934101884
BAIAP2L1,1.4619221710900844e-46,8.647242466283604,3.1122401426371598
C3orf14,2.119071210110679e-46,7.048062680302622,2.8172267545874483
AP1M2,2.2187400731515203e-46,6.422990687827169,2.6832452047996616
TMEM144,2.5448232909366845e-46,6.185858348238544,2.6289737971139506
DAP,2.8055726340635614e-46,6.671234936383088,2.737953848618695
SDC1,2.939440966133264e-46,7.616852424241811,2.929194943904421
ERO1L,3.1592447398892768e-46,8.725293741364158,3.1252037011877256
DBNDD1,3.2951826403757883e-46,5.6772996187436355,2.505204881663734
ALG1,3.7019809704645016e-46,6.5029643318061865,2.7010975107430393
C1orf106,4.5836982429183424e-46,13.074252778736424,3.7086565906355893
GALE,4.7557706726611836e-46,6.482805925718289,2.6966183839328064
MESP1,4.887113783280632e-46,5.2105541693017,2.3814368187200095
CDH1,5.067564748004764e-46,6.165537970826222,2.6242267817297904
LOC101929777 /// WNT3,5.600854635716852e-46,6.229919246644625,2.6392134628928736
TDRKH,8.111052306222373e-46,6.025066408597362,2.5909771428904977
SNRNP25,8.744192007034006e-46,6.1645867594032095,2.6240041873869813
PRSS22,9.511451757454165e-46,5.324289566331828,2.4125890356657913
KDF1,9.543894819325478e-46,5.543447990199254,2.4707836028120482
FAM195A,1.0102005698610689e-45,6.228901991253942,2.6389778724974913
EPN3,1.1610507315772139e-45,8.979067665753053,3.166565651667487
ALDH18A1,1.477198160641226e-45,6.358335177190787,2.668649069594078
CLPTM1L,1.5147378614352665e-45,6.5849987242327535,2.7191831609763595
SPINT2,1.6226687174242584e-45,6.503440868081038,2.701203227351168
SKA3,1.845764578383842e-45,6.913602970941815,2.7894377560012455
MSTO1 /// MSTO2P,2.4327008590829023e-45,5.689274861026708,2.5082447823969116
FGD6,2.503834759083937e-45,6.254256614318463,2.6448384147553603
AP1G2,2.6631493875649786e-45,6.548464684652252,2.7111567003179924
KIF26B,3.387972824877534e-45,13.513390321505957,3.756317767064309
PRDX4,4.438336054280908e-45,6.621655101615713,2.727191867855561
NEK6,4.463693084490821e-45,5.809050602947943,2.5383023973062566
TMC4,4.703100810120795e-45,7.000157526446887,2.8073873877814095
TIMP1,4.953494371145778e-45,8.017083951145413,3.0030775815395625
ADAM8,5.043937748062728e-45,6.434065520259852,2.685730627515779
MRPS33,5.5026433245295784e-45,6.069750028823143,2.6016371030372847
SMIM22,6.605633064683999e-45,9.022668622154521,3.173554200502435
PRSS16,6.853007866884651e-45,7.577630273922308,2.921746749903183
MIR4647 /// SLC35B2,7.576077093555615e-45,5.780346728867698,2.531156034078016
TMEM54,7.695907677605104e-45,6.72738107403768,2.7500449822740767
ENO1,8.292884709890166e-45,6.282116525858996,2.651250703531069
PPAP2C,9.782686097645354e-45,11.381796597859273,3.5086563975445397
STK39,1.4766784102248125e-44,6.517871879460346,2.7044009935794144
ST14,1.4809570222610714e-44,11.013369975519606,3.4611840808702183
CEACAM1,1.6494260264767706e-44,10.289481958874967,3.3630984440603835
F2RL1,1.6732595321820913e-44,8.952412384794165,3.162276494289559
FUT8,1.7776379783245106e-44,7.35995379031681,2.879696708308095
DHRS13,1.979436961258112e-44,6.004649728641587,2.5860800911448316
RP11-480A16.1,2.3610920157451836e-44,5.9247728870765926,2.5667598525816655
ESRP1,2.379275550756507e-44,6.839116480607762,2.773809960874961
ANKRD22,2.540785858815057e-44,15.493351160048995,3.953577322880646
LAPTM4B,2.55499635727563e-44,6.28470972183921,2.651846110988779
RP1-228H13.5,2.576753592836994e-44,5.455596890407112,2.447737048743369
RAB25,2.804405321084308e-44,7.750671841646309,2.954321371109649
GALNT3,3.213146849578705e-44,7.8652808215254995,2.9754982764597266
WFDC2,3.4840136907599815e-44,13.310219294998252,3.734462435723959
BZW2,3.6800935909431657e-44,6.533777582273549,2.70791734452001
TNFRSF21,4.2009254217238103e-44,8.027661073847653,3.0049797077068683
LGALS3BP,4.577752909643894e-44,6.315967645577002,2.6590037808110116
IKZF2,4.712544766292823e-44,5.449788304535306,2.4462001899026213
TOM1L1,4.780558421302377e-44,6.440974435448497,2.6872789658000236
GET4 /// SUN1,5.090715185343111e-44,6.545153188111626,2.710426958578869
LOC100862671 /// SRCAP,5.347855718728514e-44,4.222728019451436,2.0781753279763286
BLNK,5.58793424283843e-44,7.269522051935634,2.861860514630553
LAD1,5.652383434223886e-44,8.299258909461285,3.052982515329463
KCNK5,5.756259600139729e-44,12.489341707802371,3.6426255318078145
DDR1 /// MIR4640,5.953889903780409e-44,6.074969427757285,2.602877148383614
GALNT10,6.720460306320734e-44,6.811055556244277,2.7678783999627425
TMEM62,6.914508209029508e-44,6.054739296169008,2.5980648419639696
P4HB,6.943278046420063e-44,5.85380595732996,2.549374923909022
LOC102724985 /// PDXDC1,7.160229551476274e-44,5.9230777733013715,2.5663470296445703
MCTS1,7.67465875270533e-44,5.798084805001253,2.5355764349619165
SFXN1,8.377433850902781e-44,5.548016633795576,2.471972113086608
LOC100506403 /// LOC101928269 /// RUNX1,9.105762779247247e-44,5.414276235724301,2.4367684955586157
DEPTOR,9.447133912591222e-44,9.096612552638694,3.185329406483792
OVOL1,9.511972956144436e-44,6.997604459556106,2.80686111836964
TMEM63A,1.0728573234271868e-43,5.277378498489819,2.3998214586706714
EIF2AK1,1.1069309396275176e-43,5.945702056528766,2.5718471705549972
PHKA1,1.1807827801244307e-43,6.1320880273311476,2.616378407316745
PCAT6,1.340090904577547e-43,8.439541269088648,3.0771645834352
TIGD2,1.3715846186612295e-43,6.066402754210844,2.6008412830286805
LINC01137,1.6163907156602912e-43,5.945524026932302,2.571803971911869
XPR1,1.7497167138103716e-43,7.670361868418312,2.9392946420642563
PAK6,1.8241793471779357e-43,6.713410983634411,2.7470459644607175
EPHB2,1.901345821823144e-43,6.152717012579387,2.621223638900526
MTX2,2.1047770879454427e-43,5.674256533310107,2.504431376373302
PGM2L1,2.479269879239728e-43,7.017531232609225,2.81096357968973
SMCO4,2.6095521592842885e-43,5.9994039723796755,2.5848191792537296
ANO9,2.6808618147154285e-43,5.047315879604753,2.3355163786273727
PYCRL,2.7460685979799076e-43,6.745748489268354,2.7539785294367447
KDELR2,2.7612250760160664e-43,5.931760579513113,2.568460368237614
MIR21 /// VMP1,2.8704778190969855e-43,5.92881404865825,2.567743548745666
MNX1,3.0506776123658264e-43,21.598654814018236,4.432869557573427
PAK1,3.2885401332458677e-43,5.57138691581831,2.4780365102413344
GPR160,3.7784879639578936e-43,9.2993305916821,3.217126868175577
KIF2A,4.246442431034249e-43,5.788726592930452,2.5332460183152468
MTFP1,4.6652779201975236e-43,5.871008712452698,2.5536083976163746
KIAA1522,4.848027912750578e-43,6.102812494490244,2.609474265091837
COL10A1,4.960468891371015e-43,55.41233069100481,5.792135144217972
C1orf53,5.715877057217945e-43,9.21756845900584,3.2043862262745
STIL,5.8124922501555005e-43,10.108602349113752,3.3375116338303443
PPAT,6.258619548218725e-43,6.1325337836033755,2.6164832764881853
GRHL2,7.086857307509976e-43,6.167244470208053,2.6246260360299343
BOLA2 /// BOLA2B,7.4016924381113e-43,6.076785093062841,2.603308271534966
IDH1,8.738191161269251e-43,5.831001721446215,2.5437437486779833
EHF,9.200909942823621e-43,6.403789270229072,2.6789258338070727
MUC3A /// MUC3B,9.848777858827564e-43,4.990281899868251,2.3191213153730907
DSG2,1.1185295857566999e-42,8.19060034104598,3.033969200011313
KDM5B,1.1514009205393626e-42,5.564754635587287,2.476318076816939
MIR3934 /// UQCC2,1.2248746399423083e-42,6.648444572715681,2.733016856447538
COL1A1,1.2836409647072049e-42,6.094125619975578,2.607419239021429
PABPC1L,1.532495806751155e-42,7.864317732130724,2.9753216102478364
MRPS34,1.6800346287353797e-42,5.290935314271781,2.403522779803506
CLCN7,1.778988776281585e-42,4.847569532872945,2.2772615923004067
SRPK1,2.13145357482401e-42,5.831804693254562,2.5439424047143633
ZDHHC9,2.146784197529398e-42,6.639125901784554,2.730993310823471
GPR82,2.41988506801519e-42,5.403649435145488,2.4339340820317625
PDZD11,2.4203547015914553e-42,5.863096019295968,2.5516626837901253
SYTL1,2.590867666010805e-42,6.073942022578127,2.6026331376561433
AC145343.2,2.729850280578471e-42,5.2417493726721105,2.3900483747561574
CDCA5,3.102994139424444e-42,6.473159241608627,2.694469995029602
MARVELD3,3.491968609013368e-42,5.8194321761780285,2.54087839083514
CST2,3.7476630087289166e-42,7.860514816589429,2.9746238034530985
CANT1,4.268513590326351e-42,5.790412113771506,2.5336660310014185
NFKBIE,4.7687226541327125e-42,5.578377198249494,2.4798454896988416
ISCA2,4.921004991484291e-42,5.723216717562126,2.5168262375757644
RHNO1,5.176407864840747e-42,5.200350821083856,2.3786089522471103
PPAPDC1B,5.737785775234374e-42,6.238281557828692,2.6411486686011805
SLC5A3,6.081542932496487e-42,6.130918764131527,2.6161032887828677
SBF2-AS1,6.56831315705302e-42,4.58628565853799,2.1973262165238987
PTK6,6.679281037938205e-42,6.463543901173264,2.6923253981622364
SLC35F2,6.822409461862811e-42,6.718819429954987,2.748207757977807
THNSL1,8.167646011556288e-42,5.734106562372169,2.519568715805738
TPBG,8.380279592495092e-42,7.418924250603338,2.8912100101839013
RP11-533E19.7,8.583149953185993e-42,4.433503231642204,2.1484471271297587
EPHX3,8.891976896976263e-42,10.755644977345078,3.427022135475127
TFAP2C,9.494673044728235e-42,7.874243524978716,2.977141331095669
MUC1,9.501926185232397e-42,5.966940385102993,2.5769913631931463
MYO7A,9.942527368476094e-42,4.624651671125135,2.2093447058959197
LINC00115,1.3352934765068008e-41,5.681982106224955,2.5063942881798353
NEU1,1.3887192475108726e-41,5.656628302708947,2.499942374542498
YDJC,1.48578569201818e-41,5.22519343169795,2.385484445382228
MROH6,1.524052824816377e-41,5.273187178148496,2.398675207829793
RNF43,1.750359616677822e-41,8.130515160214994,3.0233467662660183
RP11-44F14.8,1.7569319401085773e-41,6.709079267106029,2.746114789089494
GMPPA,2.1055388497198708e-41,5.19517748163951,2.3771730364263877
MAPK13,2.2057760033977148e-41,6.541119548693003,2.709537582071545
CCNF,2.213512837941224e-41,4.889073057705894,2.2895609637838676
ABHD11,2.2922905684919325e-41,5.253486351076201,2.3932751507987775
RHBDL2,2.307120673026897e-41,5.327735370956402,2.413522425410261
PPDPF,2.6136464215140065e-41,4.807074336094206,2.265159113333362
MEX3A,2.6435767596368197e-41,5.1353636043588144,2.360466428760419
SLC9A7,2.660385391961252e-41,6.653739280120573,2.7341653368179646
ACP6,2.7071911044086495e-41,6.295412375978689,2.654300883630346
C4orf48,2.8168194089369777e-41,6.631144042961318,2.729257793825249
TRIM2,3.0569670465935694e-41,6.865487376848576,2.779362140067101
SLC52A2,3.0825742429793826e-41,5.731892147891269,2.519011463897637
AIFM1,3.123678100594132e-41,5.468234554010996,2.4510751271156894
RAB38,3.173531983360886e-41,8.558644579513643,3.0973823371349023
STAP2,3.7297599086863183e-41,5.891489919396068,2.5586325283687974
DOPEY2,3.7908747802840503e-41,4.546853602128434,2.184868553481296
DLG3,4.011627250035342e-41,5.40970398036476,2.4355496517703705
BLACAT1,4.1621499892174376e-41,14.947196976692217,3.901803058442807
ZDHHC4,5.08578546528799e-41,5.3094422602843325,2.4085603185467037
VDR,5.099066895594761e-41,5.751244057140424,2.5238740605676475
LOC100506098,5.221819978439917e-41,8.683839910911495,3.1183331296998356
C1orf112,5.237768011024908e-41,5.201549969833433,2.37894158490661
LOC101927929,5.443310165939732e-41,4.702232069464553,2.233345742139314
SRD5A1,5.752790837569137e-41,12.014920094412206,3.586755148700245
GCAT,5.83002525886433e-41,5.570010567550345,2.4776800646816475
TIMM17B,7.042431324288802e-41,5.153062248941088,2.3654300203380556
MICALL2,7.13004914847009e-41,5.693066178120524,2.509205870200055
STK32A,7.779973845197793e-41,9.393728225478641,3.2316978548873774
C1GALT1,7.925101033579198e-41,6.080503832084016,2.604190870697422
SLC22A18,8.165330070600803e-41,10.796860082767354,3.432539907123316
PPP1R14B,8.385844196488107e-41,6.786722657210191,2.7627150578803454
SGPL1,8.802683301365799e-41,5.6017412780255835,2.4858753526503796
ALDOA,8.893431067568999e-41,5.624904936564792,2.4918287143375917
DPY30,8.970256865243502e-41,5.480168249013103,2.4542201866695046
STRA13,8.975894076913607e-41,6.043095410255677,2.5952877199320232
FBXO16,9.5128660945982e-41,5.89158886476811,2.558656757689535
CD180,9.71044567476522e-41,6.4767343836635725,2.695266579155068
C16orf58,9.883774915515657e-41,4.881177930499656,2.287229342342285
FAM53A,9.983071920358311e-41,4.285686188668367,2.0995262152438543
FRK,1.055800740603404e-40,5.588349035486714,2.4824221309907735
SIDT1,1.2041541005871493e-40,5.727930609725748,2.518014015365625
GRAMD3,1.2934671796558672e-40,5.708949605133309,2.513225327222712
SBK1,1.2994399233992137e-40,12.164356643450144,3.6045881149706647
AHCY,1.3534146055616795e-40,5.770854904574856,2.528785058078647
CREB3L4,1.4195876888613809e-40,5.904181728129446,2.5617371276036334
SRD5A3,1.4227015326929178e-40,9.508596149796468,3.249232357150062
SLC37A4,1.4395036255759997e-40,4.868730537297682,2.2835456560266327
TMEM8A,1.4908665153999106e-40,5.286480854466965,2.402307657443255
C16orf59,1.5015551627700254e-40,6.259461365745739,2.6460385168382343
IKBKE,1.5634960496597721e-40,4.65507398385148,2.218804096954304
GDE1,1.6411985879570407e-40,5.651086967423599,2.4985283917201424
APOA1BP,1.6936881174757527e-40,5.452811697531448,2.4470003355913885
STYXL1,1.716422558766915e-40,5.644171062617531,2.4967617135641818
TLCD1,1.7906759315183176e-40,9.303515750509902,3.2177760062566003
MDK,1.8848509764493286e-40,9.851827909593098,3.3003914272537416
KRT18,1.9062722459300547e-40,6.30066942796414,2.655505118945346
LGR4,1.9117275222994786e-40,8.196222963730397,3.034959230846584
NCK1-AS1,1.954104240876498e-40,4.957865314069094,2.3097190795400233
RP11-199F11.2,1.976447133629374e-40,6.949893567198601,2.7969908841310347
RDM1,2.136240464423553e-40,5.463762507058032,2.449894775477189
MUC3B,2.2897360408440344e-40,4.4325559664210505,2.148138847022073
COX17,2.2926622891591176e-40,5.255827574830048,2.393917946699438
DPY19L1,2.647405438616665e-40,6.494798538387818,2.699284775530498
CLDN1,3.061028767864246e-40,10.351389765086058,3.3717525701092295
MSI2,3.1226329076703517e-40,5.158942063651951,2.367075244716725
MMP15,3.2192606881158247e-40,5.845454341354012,2.547315163429988
DECR2,3.2532181807361293e-40,5.396152554396437,2.431931135232086
ARHGAP8 /// PRR5-ARHGAP8,3.3445433218420392e-40,5.973688434528174,2.5786219939789876
PAICS,3.6110501419459225e-40,6.615449283332609,2.7258391393951262
RMI2,3.970870993851953e-40,11.564518427172349,3.5316332850122802
OTUB2,4.017086482521085e-40,3.7974394779176572,1.9250269718099522
DHTKD1,4.308384004783572e-40,5.502148420790698,2.459995056966128
LRRC8E,4.664161107892833e-40,5.496338456915764,2.458470846055486
GRTP1,5.099500314100201e-40,6.941268661112014,2.7951993694062467
SMYD3,5.135471127317844e-40,5.529328070208877,2.4671041732853483
FUNDC1,5.255145832390223e-40,5.530982812924201,2.4675358590042
GYG2,5.9046694065231285e-40,8.236598236403573,3.0420486188663336
LINC00511 /// LINC00673,5.957642470911267e-40,10.867033696166942,3.441886285864687
MMACHC,5.964979827016848e-40,4.814411261544948,2.267359386442422
IRF6,6.082271135146454e-40,6.022222697389381,2.590296058856143
CAPN8,6.107054832670568e-40,10.87352798935736,3.4427482033251557
CDC25A,6.175404345784754e-40,4.521796353929256,2.17689601955691
TRPM2,6.437670150771407e-40,4.523074008240838,2.1773036020821963
LOC100272217,6.460772023983854e-40,5.337269133404796,2.4161017614927585
LOC643085,6.51588354274619e-40,4.357003948644423,2.1233364207323433
GOLPH3L,8.295032622098726e-40,5.564041429364677,2.4761331621009366
AKR1A1,8.454581333547713e-40,5.317103901608088,2.410640658421908
GGCX,8.894787214075493e-40,6.0694256818612615,2.601560008222168
AQP11,8.92529693037629e-40,5.660245240727722,2.5008645618763996
NT5E,9.03684010579941e-40,8.220710034534093,3.0392630069315394
MACC1,9.711903257996244e-40,7.134523658299799,2.834817110324813
TSPAN5,9.97259215719865e-40,6.318515807689413,2.6595857153089906
NUDT16L1,1.0175693133848933e-39,5.614842730231777,2.4892456138115837
ADK,1.0478099639468957e-39,5.697091356735344,2.51022554099043
PDIK1L,1.0532353883062593e-39,5.514281312719669,2.4631728687469407
LOC100507501,1.056411238430791e-39,4.926176240635693,2.3004682431317964
AP1S1,1.0852943677009197e-39,4.428492473774496,2.146815667007793
SIL1,1.1049050915106892e-39,5.337979671706313,2.4162938113651666
PHLDA2,1.1956553181314613e-39,9.771653204958078,3.2886026634040615
LTB,1.2040928731958116e-39,7.612322429512196,2.9283366700731497
HS6ST2,1.3152455720642734e-39,27.373034220514267,4.774683456965676
DPP3,1.3168222577792589e-39,5.158047685191728,2.3668251106361673
PAFAH1B3,1.3270886912164695e-39,6.651149887878547,2.7336037833399187
PSMB2,1.3652388775270306e-39,5.33294854057048,2.414933407034228
ACTL10,1.4929363978947802e-39,4.6875431391869515,2.228831967595551
THBS2,1.5703561804016644e-39,12.565140561417286,3.6513549050733323
WASIR1 /// WASIR1 /// WASIR2 /// WASIR2,1.5825303703235923e-39,12.659006707540188,3.6620923026294827
ERBB3,1.8569097269973977e-39,6.322786421303793,2.6605604872440023
PKP3,1.9403598931742982e-39,4.721805766800901,2.2393386970014353
HAMP,2.1861884551379016e-39,5.09438427713347,2.3489077883920135
NUDT1,2.2109112569587074e-39,5.05357031650132,2.3373030033001454
SDSL,2.2850926556971443e-39,5.222510679821477,2.384743537547956
BC065766 /// MALSU1,2.2877510279254456e-39,5.792105620228335,2.5340879104995553
LOC100506100,2.331775421498192e-39,4.507625654397934,2.1723677087291757
LOC728554 /// THOC3,2.3931466551277542e-39,5.507826563858862,2.461483131114088
YIPF1,2.3944467952917675e-39,5.172913289499904,2.370977008696716
OTULIN,2.538023256029316e-39,5.311988967797915,2.409252150427352
SORD,2.5922515505068157e-39,5.8499265130272065,2.5484185016264482
ALG3,2.6477629395805325e-39,5.2566306615220695,2.394138372629166
ACN9,2.7294464828090418e-39,5.512406716531119,2.4626823369310826
IDH2,2.75345707856592e-39,5.99463230481508,2.5836712651843867
C10orf35,2.837604114579101e-39,5.380705329943811,2.4277953009073117
KCNK1,3.008032115444414e-39,8.063895058909353,3.0114768641632037
TRIM59,3.084385708665071e-39,8.620056217761915,3.107697278226421
FIGNL1,3.1665198497992234e-39,6.312846184748746,2.6582905996350967
FRMD5,3.1887063635648856e-39,13.12364929345084,3.714097040872509
EME1,3.2221852700083895e-39,4.667379442774074,2.222612758486139
SLC41A2,4.119021116182642e-39,7.614974747564289,2.928839252520292
SPP1,4.172053392859046e-39,25.911790843407477,4.695536822934094
LSR,4.2138856041928014e-39,6.597548166678187,2.7219299782645554
PNPT1,4.5110241549861055e-39,5.675731866192498,2.5048064349848453
SEMA4B,4.523599195131069e-39,10.55250808088533,3.3995140289684396
CEACAM6,4.5394089773606064e-39,5.675675574338964,2.5047921262784825
ZNF138,4.6916895979240124e-39,5.0099458084594195,2.3247949981730405
KIAA0319L,4.991994747689545e-39,5.491783392944307,2.4572747237938692
NFE2L3,5.1099151968492126e-39,6.243510883672675,2.6423575210859607
LOC101927507,5.341135732556476e-39,4.845988667498662,2.2767910310041586
SHFM1,5.462893394786129e-39,5.181607659207486,2.3733997817193955
FASTKD3,5.698342197039446e-39,5.48540436287624,2.455597974468717
NSUN5P1,5.967375964634884e-39,5.657642185347565,2.500200937118006
AIFM3,6.184121669731252e-39,4.013143321248513,2.0047326799560032
E2F5,6.689562192213877e-39,5.320652368569351,2.4116031463277463
SLC2A5,6.721987875178976e-39,6.288403323849978,2.6526937517342137
TCEB3-AS1,6.895439088186299e-39,4.7584937492271315,2.2505049759673135
SFT2D3 /// WDR33,7.45479657931861e-39,5.133949693690349,2.360069159368914
ACOT13,9.069102416814105e-39,5.384601290897892,2.4288395226821846
RPA3,9.073640676647295e-39,5.803896601204718,2.537021817430507
KIAA0907,9.287295875908565e-39,5.295487130411254,2.4047634034439183
SUSD3,9.514191733553543e-39,3.6097255133450976,1.8518891375025992
GYLTL1B,1.0615064560510489e-38,4.647081899667204,2.216325070973564
IGSF9,1.1187137804525711e-38,11.519936747962888,3.5260608903437345
NUP210,1.1352615505833812e-38,4.803673373210971,2.264138058023389
MRPS24 /// URGCP-MRPS24,1.1580325109944907e-38,5.302796252074472,2.406753317256938
FOXO6,1.1683672788616533e-38,8.004390152194542,3.0007914891974568
CCDC64B,1.1689174688642132e-38,5.117939639840871,2.3555631325638084
GPR39,1.1966307939319745e-38,5.744131543620277,2.5220887880111764
MGRN1,1.2036163619977264e-38,4.996233170926318,2.3208408081486924
MED20,1.2416819810342972e-38,4.95502864003404,2.3088933962040277
FAM83H,1.3129943963656876e-38,6.427105091797712,2.684169062568375
C11orf1,1.438207627864578e-38,5.310785672712771,2.4089253077862836
SIX4,1.4449396908467205e-38,10.66687713977997,3.415065966046444
PKM,1.4495219940301876e-38,5.762867509394758,2.5267868519757912
GSDMC,1.491069090533106e-38,5.337203628518858,2.4160840550305838
CLDN3,1.5032587257941703e-38,10.081972329379623,3.333705994783542
PUSL1,1.526320975255902e-38,4.950467802490216,2.3075648614435673
LEPREL4,1.645425542164321e-38,6.689103833217047,2.741812940018161
CKAP2,1.6662592225907852e-38,5.292568352865011,2.403967996581017
TCEA3,1.6975959370725648e-38,6.363130193939506,2.6697366404061103
TMEM159,1.7002817274032488e-38,5.732738425327241,2.519224452925851
KRT19,1.7063624860249445e-38,7.866856585988075,2.975787283290074
TK1,1.7120331776408268e-38,7.918994610889297,2.9853172785428246
KCNMB3,1.7416923525728332e-38,5.099536588131578,2.350366150538884
PTRH2,1.9649487975705004e-38,5.312541313608172,2.4094021554705725
RP11-524D16__A.3,2.257719473831636e-38,4.954610097240745,2.3087715290747295
NCAPH,2.2732206038021994e-38,5.9830024987496095,2.580869665522188
CHPF,2.3153504728018942e-38,4.660226032487475,2.220399930853891
CHMP4C,2.34358534314738e-38,5.624428550711302,2.4917065240745746
GRHL1,2.408343387077069e-38,7.820082597930939,2.9671838457674142
TRAF4,2.424435797150462e-38,4.808345086741794,2.265540439531947
C20orf24 /// TGIF2-C20orf24,2.496621352769135e-38,5.5580009738013585,2.474566087308944
CCNJL,2.528262191410011e-38,5.263850293576995,2.396118458718799
LOC285628 /// MIR146A,2.543242577057831e-38,6.429591133694117,2.6847269975614996
MAGED1,2.7116160796236263e-38,5.236743026105545,2.388669811573736
PSMG3,2.7177256607560187e-38,5.65191877195027,2.498740731746407
GPR89A /// GPR89B,2.766387981303751e-38,5.09310566383239,2.3485456483380736
SYNPR-AS1,2.8662427646950805e-38,5.055552088322125,2.3378686493177088
TIMELESS,2.913516232372166e-38,5.4166847155234725,2.437410119498589
TMEM30B,2.9664841046467004e-38,5.7908817312752845,2.533783032582287
CLIC6,3.031297105358258e-38,8.925009423241006,3.1578536923748906
LOC101927722,3.127923538817187e-38,5.149586460867897,2.364456580876445
CRYZ,3.31347358272016e-38,5.692705772377015,2.509114535931056
ATP1B1,4.122605764043284e-38,5.245507745609871,2.3910824270674707
DLX3,4.138446398663306e-38,5.0809203650202335,2.345089852466519
KRTCAP3,4.1510860117184937e-38,7.194847695646941,2.8469641475547998
FANCD2,4.1585318346502667e-38,4.989616834526892,2.3189290315640454
PLS1,4.315582178001368e-38,6.396856811550934,2.677363190067058
CEP85,4.6248512535508305e-38,4.842765330266066,2.2758310948114926
C1orf122,4.6557918541566173e-38,5.157719565436793,2.3667333333147287
HYLS1,4.689113685574803e-38,5.075303766954238,2.343494173029508
SHMT2,4.717040479678834e-38,5.34074377296337,2.417040671284481
NR2F6,4.996991498100313e-38,5.303505821482617,2.4069463519754906
MPP6,5.298016900241775e-38,5.47345025184287,2.4524505390564038
