Gene,p-value,Fold Change,log2(Fold Change)
SPTY2D1-AS1,4.751027572780689e-22,2.597827250090782,1.3773054978667654
LOC93444,4.760278728419486e-22,2.5865504968633117,1.3710293573499572
GTF2IRD2,4.782066702530149e-22,3.631849059700422,1.8607042452095828
PSPC1,4.78285802730429e-22,3.47740092206295,1.7980094101565198
LRFN4,4.797858971678904e-22,2.6945830247198903,1.430062039318617
YIPF6,4.802367689808614e-22,3.579388068432734,1.839712965674603
NPRL2,4.816931273447367e-22,3.493162203962019,1.8045336354091077
COQ5,4.823835244020639e-22,3.556323312475403,1.83038648842576
COMMD5,4.855558321732313e-22,3.4821182940622326,1.7999652148666876
COX7A2P2 /// COX7A2P2,4.857527777629387e-22,3.5195111858928407,1.8153750712892052
BC005081 /// RP11-284F21.10,4.883971770564778e-22,3.6768839509513107,1.8784836432180907
NAPSA,4.886390304815426e-22,3.833387791649942,1.9386199508624389
FBXW7,4.890571384646826e-22,3.6337826013695573,1.8614721099110683
PDAP1,4.894586356457788e-22,2.907630025222013,1.5398437084821963
PP7080,4.915819719737974e-22,3.997735612444606,1.9991830635713874
LRRC38,4.924246196320026e-22,2.7685980025070016,1.4691555911218408
BC016972 /// RP11-443B7.1,4.932666320405542e-22,2.6448691845695937,1.4031963682977653
UBE2D2,4.952568252888171e-22,3.568255105000821,1.835218761436243
ANAPC15,5.003293997492389e-22,3.394530554018973,1.7632120710184847
NADSYN1,5.021631151092423e-22,3.4642675713283446,1.7925503645104657
AC005785.2,5.059102299103044e-22,2.77076802069142,1.4702859279222389
RPL10A,5.059683307036466e-22,3.61686042342048,1.8547379246941387
STS,5.08005129088195e-22,4.518399906436518,2.1758119638475337
CCL22,5.091747945813745e-22,7.24989908354091,2.857960913377453
C10orf90,5.093944861696863e-22,2.3308704737454655,1.2208688362655467
TIRAP,5.103761669018289e-22,3.0295834547644556,1.5991194474749062
RP4-595K12.1,5.151068158914226e-22,3.644446609706325,1.8656997654318492
SAYSD1,5.181013914377109e-22,3.4376614878260465,1.781427487259504
TAB3,5.188446460203578e-22,3.5656265933605726,1.8341556260941523
LINC01094,5.220417589455606e-22,3.8535823551412025,1.9462002232121791
RPS6KC1,5.238007915738851e-22,3.5682386786946187,1.8352121200374787
SUPT5H,5.239689493664429e-22,3.500259409728314,1.8074618464176495
HJURP,5.272227384862314e-22,8.836680926156532,3.1435045924074454
PRO2852,5.274323984075989e-22,4.142904408782808,2.0506425327076574
GAL3ST1,5.27659802643339e-22,3.696472035995904,1.886148999315328
DUSP13,5.305264368115725e-22,3.1715842593889976,1.665203670718124
SLC4A7,5.310869216988051e-22,3.659605901659017,1.871688294865871
RPS11 /// SNORD35B,5.336734233960636e-22,3.614141977488099,1.8536531819619713
LEO1,5.3690622234350495e-22,3.5204906634073776,1.8157765164570479
RP11-454K7.3,5.387275972119044e-22,2.7626598624916636,1.4660579490836114
COQ6,5.389688035376407e-22,3.39381076666149,1.762906124806893
GPBP1L1,5.405226316590475e-22,3.51461212706096,1.8133654821165035
C11orf73,5.408555862057315e-22,3.6533582697532827,1.8692232397803266
LOC101926934,5.443228650174131e-22,2.6637696127406665,1.4134693102884224
LOC285819,5.454544200735971e-22,2.990328565304645,1.5803040106752144
TAF6L,5.471221198498776e-22,2.5069926182251634,1.3259577481999223
CRLS1,5.497908069419927e-22,3.6340487693559216,1.861577780836701
RP11-96D1.11,5.514940756323421e-22,3.832830147461191,1.938410066271758
ARFGEF2,5.51667998128406e-22,3.5467136345553687,1.8264828502378594
VPS18,5.546653398450106e-22,3.349172175561824,1.743804544585762
RNA45S5,5.552820934099482e-22,5.094429179112178,2.3489205042715
ZC3H15,5.570122550165785e-22,3.585511837820139,1.8421790807616514
PARP16,5.582483314767203e-22,3.508374571691418,1.8108027853747553
DHODH,5.589601367334442e-22,3.264276624920464,1.7067633209401056
PRKRA,5.6003015715408e-22,3.5408395507794896,1.8240914710828875
REXO4,5.626883689325873e-22,3.448911666243364,1.786141178869914
IL1RAPL2,5.631002852452027e-22,2.859836933635671,1.5159328876532858
POSTN,5.644619333351864e-22,4.146478914698004,2.051886756089754
PPP4R1L /// PPP4R1L /// PPP4R1L,5.647531609289946e-22,3.3215469056848783,1.7318552877784061
TNRC6C-AS1,5.657890658629843e-22,3.5505448700767994,1.8280404389942877
RXRB,5.663440825072405e-22,3.4436720720312213,1.7839477668406274
GABRQ,5.669773562807614e-22,2.6412943871852703,1.4012451069814142
COX15,5.673011083250892e-22,3.531498807623089,1.8202806093897272
COX10-AS1 /// LOC100506974,5.677034772382159e-22,3.635408878485984,1.8621176347886632
RDH8,5.681125325027828e-22,2.886493395369273,1.5293179242963655
ASB3 /// GPR75-ASB3,5.720748742719976e-22,3.565700251750985,1.8341854288494823
IQCB1,5.733983056254045e-22,3.5688163153999595,1.8354456487444144
BANP,5.775129955366132e-22,3.5779734054408916,1.8391426640859834
ACLY,5.803752301046263e-22,3.609826524312947,1.8519295078806062
CCKBR,5.858183332131594e-22,2.534341083793821,1.3416107023726254
ICAM3,5.868416795901198e-22,3.707862029817056,1.8905875620319443
PSMD10,5.92127323158233e-22,3.6334715265297337,1.8613486007778703
EGLN3,5.932400933564146e-22,11.588167052758426,3.5345804823688436
ZC3HAV1L,5.949009873215004e-22,3.696878386410159,1.886307584988833
IL36G,5.969483378750179e-22,5.083480054865569,2.345816477111671
SPPL2B,5.970245632857431e-22,3.211781974883693,1.6833739618371961
TIGD3,5.984227473603664e-22,3.168514957110069,1.6638068258513434
BGN,6.00757144243392e-22,3.827525154735577,1.9364118592385888
CRISPLD1,6.0239209773999635e-22,5.35919091697795,2.4220152118452827
LOC100505555 /// ZNF846,6.039606838243923e-22,3.1884821555466347,1.672869807126244
COG6,6.055652553827967e-22,3.5758948061691354,1.8383042966861256
ITGB5,6.061262268002203e-22,3.664654884468643,1.8736773402664926
D2HGDH,6.062650416733249e-22,3.7661252449505147,1.9130809785141392
GREB1L,6.094445866481741e-22,3.370028095686612,1.7527606191041019
VPS37D,6.129733547243136e-22,3.1488607730065197,1.654829970069846
ATP1A3 /// LOC101927137,6.137377308536326e-22,2.7655080953158073,1.4675445651798102
EIF5A,6.176030094433027e-22,3.4584916143912685,1.7901429584055997
MMP16,6.215070037534372e-22,3.808872403234161,1.9293639586010016
TMEM116,6.217996411417197e-22,3.745999783843154,1.9053508163325816
AF086184,6.224321557759997e-22,3.478383493602587,1.7984169992973762
MMP11,6.235747657910194e-22,25.84589097488189,4.691863031467676
DERL1,6.240942776258441e-22,3.5815917314948367,1.840600892735052
VASN,6.252268821161799e-22,3.4340727763826204,1.779920613892683
CHD8,6.27089725007973e-22,3.3775354208618786,1.7559708994499441
SP4,6.276845506266833e-22,3.587863234935365,1.8431248974921006
CATSPER3,6.291888880114123e-22,3.239881250994173,1.6959409360292252
ZNF254,6.295827396996109e-22,3.530048315035601,1.8196879294979424
ZNF146,6.378577058742392e-22,3.6599209754233453,1.8718124983465674
TRUB1,6.4029197898225685e-22,3.36267432483095,1.7496090605465981
UTS2B,6.43330826372916e-22,2.6503692769098692,1.4061933849024246
RP11-196G18.23,6.437456696516542e-22,3.685245151511066,1.881760594111452
RHOF,6.449750886004958e-22,3.248214851837002,1.6996470621500186
ACKR2,6.540221775089488e-22,2.8200367359325083,1.495713956383803
PIH2,6.560046338471411e-22,2.2583637885058288,1.175277901345383
ABCA7,6.570479213361074e-22,3.4778197096870866,1.7981831452143267
HMGXB4,6.599599008241324e-22,3.5447550624941058,1.8256859427444854
PTEN /// PTENP1,6.60805516209494e-22,3.642150673183831,1.8647906068174178
SF3B5,6.617443170507757e-22,3.579204082789601,1.8396388071894165
TIMMDC1,6.627293152179855e-22,3.6173145121676678,1.8549190404648754
TNS4,6.637046841756769e-22,3.5058432861888904,1.8097615079938423
SNHG19,6.644968849237817e-22,3.749123184081647,1.9065532287052436
C9orf91,6.655444518638019e-22,3.5920175619880115,1.844794403679025
USP35,6.740482916060545e-22,3.3239615151842483,1.7329036786864016
TES,6.746779419415018e-22,3.6550436085096454,1.8698886191476964
HDAC10,6.777386818820499e-22,2.769645286867578,1.4697012197237163
HMGN2,6.785514855408709e-22,3.5956230675888095,1.8462417897559131
MANEA,6.7857030591111555e-22,3.556894662156796,1.830618249453377
SCAMP2,6.798391165172608e-22,3.5393104533388042,1.8234683144187693
LOC100506325,6.808907451783681e-22,3.616363490940547,1.85453969440732
RNF5,6.853778632376249e-22,2.850149187224672,1.5110374371847806
ZFYVE28,6.858730524765029e-22,2.942154804018727,1.5568731572367072
TMCO3,6.869180563086725e-22,3.627104317138397,1.858818238457912
THY1,6.909521545607287e-22,4.689114992530283,2.2293156591224923
KY,6.914732662547932e-22,2.922349251413456,1.5471286056474143
RP11-111M22.3,6.926509134640049e-22,3.4215259370000632,1.774639883814152
NDUFA12,6.928478727063492e-22,3.6558964247180676,1.8702251979500581
SNTA1,6.956535780931097e-22,3.203477621326458,1.679638912239613
HOXC11,6.986628204659833e-22,4.026626352750118,2.0095716048775514
RMND1,7.010038005344046e-22,3.317340252731914,1.7300269939630768
PM20D1,7.024882597190059e-22,3.0470111306160073,1.6073947701442495
LOC101929087 /// SUMO2 /// SUMO3,7.094748184849631e-22,3.6014514040258634,1.848578437499565
IMPDH2,7.096715005458277e-22,3.735715705568254,1.9013846676351003
CCDC43,7.102007244621072e-22,3.5910119731968404,1.8443904632623618
GPNMB,7.112351998915913e-22,3.8725087413731965,1.9532684955988406
SPATA2,7.114703307488478e-22,3.4135758309631714,1.7712838010181329
CARS,7.115875067278963e-22,3.5699267384432485,1.8358944677644238
ANAPC1 /// LOC730268,7.131963348929683e-22,3.5093332989748953,1.811196974227165
RPS17,7.13347135312262e-22,3.601837791943594,1.848733211219775
C11orf42,7.146393494203219e-22,2.850293468191945,1.5111104678066487
BAGE2 /// BAGE4,7.180986997814503e-22,3.0763532752376848,1.6212211857341627
MIR1236 /// NELFE,7.239925579743283e-22,3.6646021644766127,1.8736565854012854
MGC32805,7.262805661608442e-22,3.6696580239695122,1.8756456243461297
ICOSLG,7.263708083792634e-22,2.6599255937307027,1.4113858896899596
SOX9-AS1,7.271224701412651e-22,3.1179660152176747,1.6406052032300116
ZMAT2,7.291533010963394e-22,3.578127862289742,1.8392049421677394
CDYL,7.296606825939165e-22,3.5791535657322235,1.8396184447790038
LRFN3,7.300460382733263e-22,3.244803664514737,1.698131186760552
IMMT,7.30301549910149e-22,3.56646359403912,1.834494246807569
PHC2,7.331108643902501e-22,3.6676439291539435,1.8748535826136652
TMEM161B-AS1,7.349990486458618e-22,3.496742832808381,1.8060116972438764
UBA52,7.36914065906612e-22,3.603965010508714,1.849585004655724
PCCA,7.380671145235988e-22,3.5269989151549566,1.8184411320157086
TMEM14C,7.384008981040806e-22,3.600829737066956,1.84832938422787
DGCR6L,7.417981685743951e-22,2.688610969907698,1.426861018733179
LINC01315,7.43317355358681e-22,4.005631895422208,2.002029848247568
LOC153682,7.464442825729978e-22,3.668266523290859,1.8750984638678174
FAM183CP,7.487250504001657e-22,2.900877280019494,1.536489264425194
SSX2IP,7.534079685378241e-22,3.4099567708749787,1.7697534498536682
BV03S1J2.2 /// IL23A /// TCRB /// TCRVB /// TRBC2 /// TRBC2 /// TRBJ2-7 /// TRBJ2-7 /// TRBV19,7.550428522255996e-22,3.0818092207428474,1.6237775546472253
PHB2,7.589964788264998e-22,3.6311693621371344,1.8604342207514943
KIF25,7.608693596192422e-22,3.091420544338998,1.6282699259408133
RPLP2,7.64269678511836e-22,3.2205028723815348,1.6872859786648529
FAM47E /// FAM47E-STBD1 /// STBD1,7.663999225349164e-22,3.7362470173271367,1.901589840190003
NRDE2,7.722008620673834e-22,3.2383537108895313,1.6952605733725647
CPSF7,7.74137461433235e-22,3.495112138176563,1.805338744183223
CD47,7.756145765419769e-22,3.629504099944577,1.8597724459005374
IBTK,7.787906713292932e-22,3.592460444866926,1.8449722718368242
MPP7,7.8444748390915e-22,3.652619787050602,1.8689315867454326
USP1,7.856792247560663e-22,3.6021703260430145,1.8488663996583896
SIPA1,7.865006755308565e-22,3.4136881315519267,1.771331262344776
OPRL1,7.900868285747907e-22,2.4579204750963326,1.2974382387210914
AHSA1,7.913037039161791e-22,3.6405937167208844,1.8641737477648586
RP3-334F4.1,7.960340555607207e-22,3.3041106753722564,1.724262012464527
SIAE,7.96276261955084e-22,3.7835275709765788,1.919731958244018
RFFL,7.966275378159205e-22,2.9846917179040777,1.577581926458533
HNRNPUL1,7.98379395280236e-22,3.5655937142833913,1.8341423227660956
HLA-DQB2,7.9908340300028975e-22,11.921539601381134,3.5754986588623563
APBB1IP,8.036596824608582e-22,3.696959925362534,1.8863394049549387
U2AF2,8.049589481266077e-22,3.4310846246709645,1.7786647091329717
SEC23B,8.054158630493727e-22,3.62948668943645,1.859765525364484
ZBTB48,8.122561862464485e-22,3.3780512197893735,1.7561912032061748
RHOV,8.159998774651095e-22,5.667006682426983,2.502586903647119
TDO2,8.167389008260261e-22,10.58911944729741,3.404510719927202
TRMT12,8.211356142500681e-22,3.5257805099539965,1.8179426655097386
BLVRB,8.220966622441623e-22,3.806965828372682,1.928641620213144
ZNF75A,8.286313158115254e-22,3.633793820926942,1.8614765643258164
NDUFA10,8.304292059899533e-22,3.4305438987213153,1.7784373279376784
CREBZF,8.348139970030344e-22,3.533393071800908,1.8210542505572365
UTP23,8.364496801011027e-22,3.5828584059176456,1.8411110295612418
VGLL4,8.371067230437343e-22,3.5664506891108,1.8344890265356435
ZC3H8,8.436489351587529e-22,3.4587674883983235,1.7902580334826455
CAND1,8.45439170393716e-22,3.9885364393597817,1.9958594584717086
DUSP11,8.460948005871446e-22,3.5592579741853934,1.8315765028364392
PPP3R2,8.470173476991378e-22,2.1266667741221337,1.0885939961649753
ITFG1,8.51725494969144e-22,3.646422128827027,1.8664815849407659
HIST1H1C,8.53736842124978e-22,6.644486010668011,2.732157603031864
PHLDB3,8.555715858521072e-22,3.067034601017345,1.6168444425862012
HSP90AB1,8.560048455347447e-22,3.6904364849017743,1.8837914605572494
CC2D1B,8.577039128205886e-22,3.281961104740835,1.7145581412495476
NAF1,8.618077300882769e-22,3.5265174369127226,1.8182441731546881
C6orf1,8.654675407080183e-22,2.9763980295282684,1.5735674689288117
STAM-AS1,8.663142241625233e-22,3.350850754695582,1.7445274310199987
RPL30,8.701082072664694e-22,3.598938732871618,1.847571542514199
AQP12A /// AQP12B,8.71213432551493e-22,3.1898373112948724,1.6734828452524138
GPT,8.748732078103083e-22,3.151621967578546,1.65609449602287
SNRPB,8.815688403048806e-22,3.738464515451562,1.9024458394154218
DDX51,8.834505860980244e-22,3.022824493276909,1.5958972177914748
RP9,8.90523852471652e-22,3.3993018928822814,1.7652384936899386
POP5,8.924455000128922e-22,3.5048099464104214,1.80933621404896
CUL9,8.971946356150018e-22,3.1564154169908067,1.65828709147065
COX3 /// LOC101929612,8.977096215735544e-22,3.639808387287662,1.8638625037244931
RNF139,9.016366162663662e-22,3.6079300741364153,1.8511713777634105
GPR125,9.01666946620255e-22,3.434180888556073,1.7799660323947133
GRSF1,9.02043412676668e-22,3.547789741424241,1.8269205113320386
ZNRD1-AS1,9.027998795433661e-22,3.3335722619899015,1.7370690008166159
MMD2,9.044934906356525e-22,2.7675520927854746,1.4686104726693263
TMEM72,9.099979816074968e-22,2.6629550221822864,1.4130280613601838
ZFAT,9.164440515242128e-22,3.142805820352494,1.6520531373391236
YARS2,9.172117746851233e-22,3.571735908449829,1.8366254125825994
COMMD1,9.217791441560405e-22,3.5204766885495595,1.8157707895570174
SIRT3,9.249992746754154e-22,3.281052046088235,1.714158478963878
HNF1B,9.252124322137925e-22,3.804632889671918,1.9277572543067534
ZNF43,9.289948254849031e-22,3.4391518840637585,1.7820528313479624
EGLN1,9.367144802872168e-22,3.636403135070374,1.862512146926748
LOC101927060,9.38066214549619e-22,2.729125234861174,1.4484385989241275
TMEM230,9.380779412754724e-22,3.5832134759765846,1.8412539970954953
BAIAP2-AS1,9.409886034970345e-22,3.529900721157688,1.8196276081118616
ZNF747 /// ZNF768,9.420131338914237e-22,3.2068819974784293,1.6811712684085571
PBLD,9.43617500337839e-22,6.0285561275982085,2.5918125100877307
CNNM2,9.462760706436911e-22,3.2550718264806253,1.7026893782800392
LOC100507494,9.469130599815e-22,2.8415337655678368,1.5066698588444043
CD99P1,9.537662706567267e-22,3.392816057027333,1.7624832158408097
PRRG4,9.537704043207288e-22,3.7280086658366174,1.8984052135718559
NIPBL,9.559229281799342e-22,3.5984423301777313,1.8473725374317624
PHKA2,9.567639379756327e-22,3.317914984052199,1.7302769201522294
RP11-65L19.4,9.573695555801802e-22,2.8463066576951173,1.5090911044865267
LOC644656,9.594913592830749e-22,3.637568753936829,1.8629745167566716
PAX2,9.596821103765568e-22,2.706179825455982,1.4362577094821212
ADPRM,9.60496883573396e-22,3.398891358078635,1.765064248414999
ACOX3,9.640474059591729e-22,3.483674630232655,1.8006098847662348
CD19,9.84796040338041e-22,7.854980018394964,2.9736076055768668
BOK,9.875723337294066e-22,3.7790494134158767,1.918023382854018
FAU,9.9210385869474e-22,3.600590331703844,1.848233461777311
PPP3R1,9.970986939220392e-22,3.2931963347143465,1.719488525499948
APOBEC3G,1.004887316106221e-21,3.744007389884742,1.9045832825013251
MLLT3,1.0057007579576849e-21,3.624583412903418,1.8578151902516866
ADAM15,1.0104641020699874e-21,3.046323704809864,1.6070692519075218
AMN,1.0130786584776305e-21,3.0649795598407787,1.6158774527040918
LOC100996643 /// LOC101928195 /// MTHFD1L,1.015285832044633e-21,3.7543405494019337,1.9085595203472112
PPIP5K1,1.0182367510744927e-21,3.299324444237607,1.7221706545556132
IRF9,1.021297622094834e-21,3.5006772368424444,1.807634051120149
CNNM3,1.0221744562653945e-21,3.398513089417855,1.7649036793843316
UVSSA,1.0268913073576875e-21,3.6745108986064485,1.877552230598124
SPATA7,1.030706577245084e-21,3.465881920614828,1.793222504052248
MTL5,1.0339676142179203e-21,2.9092683587416728,1.5406563806489135
PIGX,1.042883700678789e-21,3.451682564166074,1.787299792396019
TBX19,1.0430580249116473e-21,3.3869714630035714,1.7599958314270894
MAP3K1,1.0436481474732593e-21,3.5920511082186057,1.8448078770971508
SSU72,1.0438335164590092e-21,3.541080458430465,1.8241896242032438
SLC13A3,1.0465474144000372e-21,2.8483679920982827,1.5101355459107806
LINC01136,1.0470865612208407e-21,2.856272275201422,1.514133511355763
ATP6,1.0482978505980753e-21,3.6226604378932015,1.8570495842825168
AIM1L,1.0494492633477973e-21,3.766329538616821,1.9131592354616567
ATG4B,1.0504936859303912e-21,3.4230174045066484,1.7752686278229468
SESN3,1.0508043019380133e-21,3.6018035947715754,1.8487195136777026
NAV2-AS4,1.0521193960445236e-21,3.1129515266711763,1.6382831120542556
DISC1 /// TSNAX-DISC1,1.0537161604696717e-21,3.2691138874354833,1.708899637728116
WNT5A,1.0577385142584232e-21,3.969398344052343,1.988920349476022
ST6GAL1,1.0691095994102538e-21,3.7313228009981287,1.8996871747498005
SUMF1,1.0717307549703983e-21,3.655865704716039,1.870213075128282
TPRN,1.0754046686216423e-21,3.136799480876243,1.6492933082087455
NAA25,1.0899308212920324e-21,3.5535649726363188,1.829267077473856
CPA4,1.0940574290909087e-21,2.791336792840787,1.4809562053954473
TRMU,1.0952173668422702e-21,3.4969585150504345,1.8061006812269322
CCNL2,1.0957873780129737e-21,3.7184526866389054,1.8947024155004566
TADA3,1.0982149587501562e-21,3.373660796248119,1.7543149255604147
EXOC3,1.099222839990958e-21,3.569071347077471,1.8355487416912273
ZNF2,1.1012037302566953e-21,3.3042217335099986,1.7243105036767337
C17orf51,1.1028234409824634e-21,2.706436762118701,1.4363946788178974
RPL27A,1.1039908761907009e-21,3.545748047403229,1.8260900253296648
SHF,1.117282274593437e-21,3.1430325334215725,1.6521572055006633
LOC101927720,1.1198105367437487e-21,3.62404633146815,1.857601399576219
DLEU7-AS1,1.1216131952507373e-21,3.086013857921207,1.625744540427544
FZD3,1.1220506835314848e-21,3.7689988718412137,1.9141813631664166
PRKDC,1.1245226547264853e-21,3.499619471827576,1.8071980603567575
ZNF18,1.126302852515156e-21,3.4723329127922646,1.7959052739948156
FAM195B,1.1272504023967395e-21,3.410007856686543,1.769775063234684
LOC100130654,1.1275879192830829e-21,2.3686356793948264,1.2440563142598968
RORC,1.1281604488020403e-21,3.815803867107569,1.9319870185071475
URB2,1.1285129840965784e-21,3.5617223876850206,1.832575072442274
MFN2,1.1324576349576792e-21,3.488774172510895,1.8027202152614696
LGALS8,1.1357153020202516e-21,3.5400930882029438,1.8237872970661901
NMUR2,1.1410078440117894e-21,2.9622725771117393,1.5667043980725146
GIN1,1.1470717431746024e-21,3.5051803291972243,1.8094886677298467
MAML1,1.1555781730644291e-21,3.5232567628880633,1.8169096173384431
C6orf57,1.1592260805210859e-21,3.347132434167645,1.7429256344833701
SEC16A,1.1610388640185168e-21,3.5785254285047583,1.8393652312816906
PRCC,1.165044524210266e-21,3.382066096755746,1.757904855055385
ZNF579,1.1664612511026572e-21,3.128553339318005,1.6454957010369566
ANKHD1 /// ANKHD1-EIF4EBP3 /// EIF4EBP3,1.1669621426236145e-21,3.5024294575186516,1.8083559936074438
LINC00998,1.1685003875549046e-21,3.634513270361863,1.861762173098887
LOC440149,1.1701827858635079e-21,3.0400652133226496,1.6041022716715183
SEPW1,1.1706696109439723e-21,3.616643317229382,1.8546513226720571
LOC100508408 /// RPS13 /// SNORD14B,1.1773013447299457e-21,3.577902967984629,1.839114262318389
COMTD1,1.1779351395130553e-21,3.366124519425674,1.7510885457216923
AC002310.12 /// AK056973,1.1806932549869732e-21,3.0240635278346595,1.5964884472075753
ANKRD18A,1.1869476559727802e-21,3.072420570617384,1.619375713980319
CBX5,1.1900861569305435e-21,3.571073268956183,1.836357734505143
RPRD1B,1.1920563925615839e-21,3.431978720559019,1.7790406076628809
C7orf49 /// LOC653739,1.1951883540561937e-21,3.1656276624447846,1.6624915772900513
LOC101928921,1.1985196153843097e-21,2.81576574530391,1.4935273154574547
NT5C1A,1.220526982267074e-21,2.7686657246454445,1.4691908801736575
CCPG1 /// DYX1C1-CCPG1,1.2218222119468635e-21,3.595122154937464,1.846040791340083
BCKDHA,1.2320193404228884e-21,3.5522023931691273,1.8287137841944592
USP3-AS1,1.2344806242925177e-21,3.077606238232066,1.621808659057454
LOC101929112,1.2372042633307018e-21,3.3301054844601197,1.7355678768452527
ABCB8 /// ASIC3,1.238138388430132e-21,2.67371043148531,1.4188432269565385
GTPBP6,1.2401463750475647e-21,3.5445398894933042,1.8255983659054942
PDE11A,1.2502901823222025e-21,2.864040789418246,1.5180520394849828
LINC01016,1.254912018928068e-21,2.7720610063833417,1.4709590080661148
OGFR,1.2558187110661083e-21,3.0645468662198194,1.615673768145505
FDXR,1.2642057729881085e-21,3.4810663751935444,1.7995293228951534
CGN,1.2646156437496715e-21,3.932235120983118,1.9753495876334748
EPB41L1,1.2685980702450502e-21,3.366355097074683,1.7511873661414614
RBBP4,1.2719251460519192e-21,3.5047559545403346,1.8093139890483467
PRMT7,1.2727558720783963e-21,3.400459531673793,1.7657297226185769
CHAMP1,1.274483917574968e-21,3.354140889454298,1.7459432900495544
TAT,1.2773304549026755e-21,2.3788533085425265,1.2502663110387122
LRRC47,1.2878576047967308e-21,3.5751923304399473,1.8380208549562895
HMGB2,1.2879327789673657e-21,3.6192337673207713,1.8556842947959638
FLNB,1.2941023606695345e-21,3.643418126694372,1.8652925714444466
EPHA2,1.295445909786192e-21,4.072774471301576,2.0260119277360644
TMEM185B,1.3069289834099901e-21,3.473364470102703,1.7963338047945505
APOOL,1.3087267595211398e-21,3.515321488429655,1.813656634832379
COX17 /// POPDC2,1.3148919671480734e-21,3.538339905409968,1.8230726450591144
AGPAT2,1.3164535691066266e-21,3.5226404561810902,1.8166572314166962
COG1,1.3203929070501962e-21,3.409020568772736,1.769357304193876
AGGF1,1.3238667990630595e-21,3.520738985233686,1.8158782750092852
HLA-J,1.3270391582219976e-21,3.7673960757363245,1.913567715383086
TCF7,1.3271594777124979e-21,3.6521037288498084,1.8687277420395478
TOPBP1,1.3302138189791149e-21,3.594918501988525,1.8459590646535189
SLC22A3,1.3314593868875788e-21,4.433599079529561,2.148478316410523
APBA2,1.3341450540126368e-21,3.633242350679215,1.8612576020489453
P2RX5 /// P2RX5-TAX1BP3 /// TAX1BP3,1.334365255113958e-21,3.609642342057318,1.851855896142183
LOC100130987 /// RAD9A,1.337069569036564e-21,3.2174633756054307,1.685923726337773
WAC-AS1,1.3531372823565214e-21,3.573257007581862,1.8372396839285412
TMEM222,1.3555869996273034e-21,3.461024733542563,1.7911992514807364
LOC729683,1.357823802377144e-21,2.936722651071294,1.5542070215981028
PSAP,1.3614583633325876e-21,3.579811558448606,1.8398836459121488
ZCCHC7,1.3718593460598558e-21,3.538716466791175,1.823226173082405
HMGN3,1.3723607882405522e-21,3.6137305259373576,1.8534889291719059
OFCC1,1.373250901199479e-21,2.27877557393098,1.188258847235937
RSBN1L,1.373902776069954e-21,3.5090737827902694,1.8110902825780772
SNRPF,1.3809284249993718e-21,3.621377943824828,1.856538751027847
PASK,1.3813999437209356e-21,3.400740129567539,1.7658487654963584
USF2,1.3879348135002387e-21,3.382270398993627,1.7579920020581128
CXCL9,1.3991289652736425e-21,6.774035022950299,2.760015445837989
RNF26,1.400348120467327e-21,3.369579385906393,1.7525685155201929
RPL7A /// SNORD24 /// SNORD36A /// SNORD36B,1.4010134817230894e-21,3.572653814062973,1.8369961252494071
CNOT3,1.4121883563748602e-21,2.790887356127292,1.4807238965157425
DCAF11,1.4341494495268179e-21,3.445571661586877,1.7847433631664615
LRRC37A /// LRRC37A2 /// LRRC37A3 /// LRRC37A4P,1.4439111375740273e-21,3.3637974427242465,1.7500908336621461
ATG16L1,1.4473955519611357e-21,3.2429301807010367,1.6972979633433074
COPS7A,1.4475651157806633e-21,3.4946945255847677,1.8051663538311304
RPSA /// RPSAP19 /// RPSAP58 /// RPSAP9 /// SNORA6 /// SNORA62,1.4494602838212429e-21,3.5660128666668007,1.8343119084152066
LRP12,1.4561969929506139e-21,3.497511241964448,1.8063286946167028
ABHD16A,1.462799796150324e-21,3.503793664406142,1.8089178182887171
LPIN2,1.4645289456628172e-21,3.689616569528154,1.883470897049206
FOXH1,1.4666943002454409e-21,2.264092842216891,1.1789331190618442
FDX1,1.4737385769148702e-21,3.628109144153994,1.8592178570134117
PIAS4,1.4749329540117058e-21,3.2776092294606554,1.7126438604395073
LOC100507419 /// LOC101929668,1.4821069449379758e-21,3.0563424022344825,1.6118061776453325
SDAD1,1.4827788644403322e-21,3.4649008481311374,1.792814068681049
CYCSP33 /// CYCSP33,1.4864705202012358e-21,3.0123961560137684,1.5909115092973996
LOC646762,1.4885591182509129e-21,3.232129559933598,1.6924850296885308
NAT8 /// NAT8B,1.4892316003311853e-21,2.2831907288409594,1.1910513817087565
MIR155 /// MIR155HG,1.4908164567875432e-21,4.277359515159551,2.096720471871687
SGSH,1.4915226651361401e-21,3.590495370174055,1.8441829022073546
ANKRD26P3,1.4977908945095487e-21,2.6281853676958837,1.3940670335081857
HAS3,1.5044519416247551e-21,6.030008406869166,2.592160013491861
RP4-581F12.1,1.5063702743344875e-21,3.033408556583946,1.6009398213588597
SNTB1,1.5170488793487572e-21,3.6883117227791,1.88296059229182
FAM69C,1.520045849682181e-21,2.2423831518695287,1.165032809844446
KIAA0930,1.5235667230240346e-21,3.562928809788354,1.8330636575404329
SLC22A14,1.5294950247910512e-21,3.04503948219382,1.6064609343371734
SLC25A14,1.5330933780936115e-21,3.49406583878201,1.8049067932544989
PRKAB1,1.545954993443051e-21,3.6692928733675187,1.8755020613299773
